,0,1
1108,e00995,0
1109,e00998,1
1110,e01000,0
1111,e01001,0
1112,e01002,0
1113,e01003,0
1114,e01004,0
1115,e01005,0
1116,e01006,0
1117,e01007,0
1118,e01009,0
1119,e01010,0
1120,e01013,1
1121,e01014,0
1122,e01015,0
1123,e01016,1
1124,e01018,0
1125,e01019,0
1126,e01020,0
1127,e01021,0
1128,e01022,0
1129,e01023,0
1130,e01025,0
1131,e01027,0
1132,e01028,0
1133,e01031,0
1134,e01032,0
1135,e01033,0
1136,e01034,0
1137,e01036,0
1138,e01037,0
1139,e01039,0
1140,e01040,0
1141,e01041,0
1142,e01042,0
1143,e01043,0
1144,e01044,0
1145,e01046,0
1146,e01047,0
1147,e01048,0
1148,e01049,0
1149,e01050,0
1150,e01051,0
1151,e01053,0
1152,e01054,0
1153,e01057,0
1154,e01058,0
1155,e01059,0
1156,e01060,0
1157,e01061,0
1158,e01062,1
1159,e01063,0
1160,e01064,0
1161,e01065,0
1162,e01066,0
1163,e01068,0
1164,e01072,0
1165,e01074,0
1166,e01075,0
1167,e01077,0
1168,e01078,0
1169,e01079,0
1170,e01081,0
1171,e01082,0
1172,e01083,0
1173,e01084,1
1174,e01085,0
1175,e01087,0
1176,e01088,0
1177,e01090,0
1178,e01091,0
1179,e01092,0
1180,e01093,0
1181,e01094,0
1182,e01096,0
1183,e01099,0
1184,e01100,0
1185,e01103,0
1186,e01104,0
1187,e01106,0
1188,e01107,0
1189,e01108,0
1190,e01109,0
1191,e01110,0
1192,e01112,0
1193,e01113,0
1194,e01114,0
1195,e01115,1
1196,e01117,0
1197,e01119,0
1198,e01120,0
1199,e01121,0
1200,e01122,0
1201,e01123,0
1202,e01124,0
1203,e01125,0
1204,e01126,0
1205,e01129,0
1206,e01130,0
1207,e01131,0
1208,e01133,0
1209,e01135,0
1210,e01138,0
1211,e01139,0
1212,e01140,0
1213,e01142,0
1214,e01143,0
1215,e01146,0
1216,e01147,0
1217,e01150,0
1218,e01151,0
1219,e01153,0
1220,e01154,0
1221,e01156,0
1222,e01157,0
1223,e01159,0
1224,e01161,0
1225,e01162,0
1226,e01163,0
1227,e01164,0
1228,e01165,0
1229,e01166,0
1230,e01167,0
1231,e01168,0
1232,e01169,0
1233,e01171,0
1234,e01172,0
1235,e01173,0
1236,e01174,0
1237,e01175,0
1238,e01176,0
1239,e01178,0
1240,e01179,0
1241,e01180,0
1242,e01181,0
1243,e01182,0
1244,e01183,0
1245,e01184,0
1246,e01185,0
1247,e01186,0
1248,e01187,0
1249,e01188,0
1250,e01189,0
1251,e01190,0
1252,e01191,0
1253,e01195,0
1254,e01197,0
1255,e01198,0
1256,e01200,0
1257,e01202,0
1258,e01203,0
1259,e01204,0
1260,e01209,0
1261,e01210,0
1262,e01211,0
1263,e01213,0
1264,e01215,1
1265,e01216,0
1266,e01217,0
1267,e01218,1
1268,e01220,0
1269,e01222,0
1270,e01223,0
1271,e01224,0
1272,e01225,0
1273,e01226,1
1274,e01228,0
1275,e01229,0
1276,e01232,0
1277,e01235,0
1278,e01236,0
1279,e01238,0
1280,e01239,0
1281,e01241,0
1282,e01243,0
1283,e01245,0
1284,e01246,1
1285,e01247,0
1286,e01248,0
1287,e01249,0
1288,e01250,0
1289,e01251,0
1290,e01252,0
1291,e01254,0
1292,e01255,0
1293,e01257,0
1294,e01261,0
1295,e01262,0
1296,e01263,1
1297,e01264,0
1298,e01265,0
1299,e01267,0
1300,e01268,0
1301,e01270,0
1302,e01271,0
1303,e01272,1
1304,e01274,0
1305,e01277,0
1306,e01278,0
1307,e01279,0
1308,e01280,1
1309,e01281,0
1310,e01282,0
1311,e01283,0
1312,e01287,0
1313,e01289,1
1314,e01290,0
1315,e01291,0
1316,e01292,0
1317,e01293,0
1318,e01294,0
1319,e01295,0
1320,e01297,0
1321,e01298,1
1322,e01299,1
1323,e01300,0
1324,e01303,0
1325,e01304,0
1326,e01305,0
1327,e01306,0
1328,e01307,1
1329,e01308,0
1330,e01309,0
1331,e01310,0
1332,e01311,0
1333,e01312,0
1334,e01314,0
1335,e01315,0
1336,e01316,0
1337,e01317,0
1338,e01318,0
1339,e01319,0
1340,e01320,0
1341,e01321,0
1342,e01322,0
1343,e01323,0
1344,e01324,0
1345,e01325,0
1346,e01326,0
1347,e01327,0
1348,e01328,0
1349,e01330,0
1350,e01331,0
1351,e01332,0
1352,e01333,0
1353,e01334,0
1354,e01335,0
1355,e01338,0
1356,e01340,0
1357,e01343,0
1358,e01344,0
1359,e01345,0
1360,e01347,0
1361,e01348,0
1362,e01349,0
1363,e01350,0
1364,e01352,0
1365,e01353,0
1366,e01356,0
1367,e01357,0
1368,e01359,0
1369,e01360,0
1370,e01361,0
1371,e01362,0
1372,e01366,0
1373,e01367,1
1374,e01368,0
1375,e01371,0
1376,e01372,0
1377,e01373,0
1378,e01375,1
1379,e01377,0
1380,e01378,0
1381,e01382,1
1382,e01384,0
1383,e01386,0
1384,e01388,0
1385,e01390,0
1386,e01392,0
1387,e01397,0
1388,e01398,0
1389,e01399,1
1390,e01401,0
1391,e01402,0
1392,e01403,0
1393,e01404,0
1394,e01405,0
1395,e01406,0
1396,e01408,0
1397,e01410,0
1398,e01411,0
1399,e01413,0
1400,e01414,0
1401,e01415,0
1402,e01416,0
1403,e01419,0
1404,e01420,0
1405,e01421,1
1406,e01422,0
1407,e01423,0
1408,e01425,0
1409,e01426,0
1410,e01427,0
1411,e01428,0
1412,e01429,0
1413,e01430,0
1414,e01432,0
1415,e01433,0
1416,e01434,0
1417,e01435,0
1418,e01440,0
1419,e01442,0
1420,e01444,0
1421,e01445,0
1422,e01446,0
1423,e01447,0
1424,e01448,0
1425,e01450,0
1426,e01451,0
1427,e01452,0
1428,e01453,0
1429,e01454,0
1430,e01456,0
1431,e01457,1
1432,e01458,0
1433,e01459,0
1434,e01462,0
1435,e01465,0
1436,e01466,0
1437,e01469,0
1438,e01470,0
1439,e01471,0
1440,e01473,0
1441,e01475,0
1442,e01476,0
1443,e01477,0
1444,e01478,0
1445,e01479,1
1446,e01480,0
1447,e01482,0
1448,e01485,0
1449,e01486,0
1450,e01487,0
1451,e01488,0
1452,e01489,0
1453,e01491,0
1454,e01492,0
1455,e01494,1
1456,e01495,0
1457,e01498,0
1458,e01500,0
1459,e01501,0
1460,e01502,1
1461,e01503,0
1462,e01504,0
1463,e01506,0
1464,e01509,0
1465,e01510,0
1466,e01511,1
1467,e01512,0
1468,e01513,0
1469,e01515,0
1470,e01516,0
1471,e01517,0
1472,e01519,0
1473,e01520,0
1474,e01522,0
1475,e01523,0
1476,e01524,0
1477,e01526,0
1478,e01527,0
1479,e01528,0
1480,e01530,0
1481,e01533,0
1482,e01535,0
1483,e01536,0
1484,e01538,0
1485,e01539,0
1486,e01544,0
1487,e01546,0
1488,e01547,0
1489,e01549,0
1490,e01550,0
1491,e01551,0
1492,e01552,0
1493,e01553,0
1494,e01554,0
1495,e01557,0
1496,e01560,0
1497,e01562,0
1498,e01563,0
1499,e01564,0
1500,e01565,0
1501,e01566,0
1502,e01567,0
1503,e01568,1
1504,e01569,0
1505,e01570,0
1506,e01571,0
1507,e01572,1
1508,e01573,0
1509,e01574,0
1510,e01576,0
1511,e01577,0
1512,e01578,0
1513,e01579,0
1514,e01581,1
1515,e01582,0
1516,e01586,0
1517,e01587,0
1518,e01588,0
1519,e01589,0
1520,e01591,0
1521,e01593,0
1522,e01594,0
1523,e01595,0
1524,e01596,0
1525,e01600,0
1526,e01601,1
1527,e01602,1
1528,e01605,1
1529,e01609,0
1530,e01610,0
1531,e01611,0
1532,e01612,0
1533,e01613,0
1534,e01616,0
1535,e01617,0
1536,e01618,0
1537,e01619,0
1538,e01620,0
1539,e01621,0
1540,e01622,0
1541,e01624,0
1542,e01625,0
1543,e01626,0
1544,e01627,0
1545,e01628,0
1546,e01629,0
1547,e01630,0
1548,e01633,0
1549,e01634,0
1550,e01635,0
1551,e01636,0
1552,e01637,1
1553,e01638,1
1554,e01643,0
1555,e01644,0
1556,e01647,0
1557,e01648,0
1558,e01650,0
1559,e01651,1
1560,e01652,0
1561,e01653,0
1562,e01655,0
1563,e01657,0
1564,e01659,0
1565,e01661,1
1566,e01662,0
1567,e01664,0
1568,e01667,0
1569,e01668,1
1570,e01669,0
1571,e01670,0
1572,e01671,0
1573,e01674,0
1574,e01675,0
1575,e01676,0
1576,e01679,0
1577,e01680,0
1578,e01681,0
1579,e01682,0
1580,e01683,0
1581,e01684,1
1582,e01685,0
1583,e01686,1
1584,e01687,0
1585,e01688,0
1586,e01689,1
1587,e01692,0
1588,e01694,0
1589,e01695,0
1590,e01696,0
1591,e01699,0
1592,e01700,0
1593,e01701,0
1594,e01702,0
1595,e01703,0
1596,e01704,0
1597,e01705,0
1598,e01706,0
1599,e01707,0
1600,e01709,0
1601,e01710,0
1602,e01711,1
1603,e01712,0
1604,e01713,0
1605,e01715,0
1606,e01718,0
1607,e01719,1
1608,e01721,0
1609,e01723,0
1610,e01724,0
1611,e01726,0
1612,e01727,0
1613,e01728,0
1614,e01729,0
1615,e01730,0
1616,e01731,0
1617,e01732,1
1618,e01734,0
1619,e01735,0
1620,e01736,0
1621,e01737,0
1622,e01738,0
1623,e01739,0
1624,e01740,0
1625,e01741,0
1626,e01742,0
1627,e01744,0
1628,e01745,0
1629,e01746,0
1630,e01751,0
1631,e01752,0
1632,e01755,0
1633,e01756,1
1634,e01759,0
1635,e01761,0
1636,e01763,0
1637,e01765,0
1638,e01766,1
1639,e01768,0
1640,e01769,0
1641,e01771,0
1642,e01772,0
1643,e01773,0
1644,e01774,0
1645,e01776,0
1646,e01778,0
1647,e01779,0
1648,e01781,0
1649,e01782,0
1650,e01785,0
1651,e01786,0
1652,e01787,1
1653,e01788,0
1654,e01789,0
1655,e01790,0
1656,e01792,0
1657,e01793,0
1658,e01797,0
1659,e01801,0
1660,e01804,0
1661,e01805,0
1662,e01808,0
1663,e01809,0
1664,e01810,0
